name,domain,skills,experience,education,projects
Candidate 620,Full Stack Developer,"Firebase, CSS, React, TypeScript, Power BI, Python, Pandas",1.0 years,B.Tech CSE,"ChatGPT Clone, Stock Predictor"
Candidate 621,Frontend Developer,"HTML, Express, Selenium, Git, C#",1.0 years,B.Tech CS,IoT Smart Home
Candidate 622,Database Engineer,"Kubernetes, Node.js, Git, Selenium, TypeScript, C++",3.5 years,B.Sc CS,"Mobile Banking UI, ChatGPT Clone"
Candidate 623,Database Engineer,"Android Studio, AWS, Kubernetes, HTML, MongoDB, Java",4.2 years,B.Sc CS,Resume Analyzer
Candidate 624,Frontend Developer,"API Development, Selenium, C#, Pandas, Jira, C++, Spring Boot",2.2 years,B.Sc IT,"Job Portal, ChatGPT Clone"
Candidate 625,AI Engineer,"Kubernetes, Android Studio, CSS, TypeScript, SQL, Kotlin, TensorFlow",4.6 years,B.Tech IT,ChatGPT Clone
Candidate 626,Android Developer,"Express, Docker, NumPy, C#, Kubernetes, Pandas",1.5 years,B.Tech CSE,IoT Smart Home
Candidate 627,Machine Learning Engineer,"TypeScript, C#, MongoDB, Node.js, Express",3.1 years,B.Sc CS,Ecommerce API
Candidate 628,Frontend Developer,"C#, AWS, Firebase, Spring Boot",1.6 years,B.Sc IT,"Mobile Banking UI, Resume Analyzer"
Candidate 629,Mobile App Developer,"Kotlin, Spring Boot, HTML, React",4.6 years,B.Tech CSE,"Portfolio Website, Blockchain Wallet"
Candidate 630,AI Engineer,"Java, Docker, HTML, Selenium, Firebase, TensorFlow",3.0 years,M.Tech AI,"Stock Predictor, HR Dashboard"
Candidate 631,Database Engineer,"Jira, Python, Power BI, CSS, Java, Hibernate, Kotlin",1.6 years,B.Sc CS,"Stock Predictor, Mobile Banking UI"
Candidate 632,Frontend Developer,"Python, Kotlin, Hibernate, HTML, Android Studio, Jira",2.3 years,BCA,HR Dashboard
Candidate 633,AI Engineer,"TypeScript, Docker, C#, Python",2.0 years,B.Sc CS,"Weather App, ERP System"
Candidate 634,Backend Developer,"Docker, Selenium, Kubernetes, React, AWS",4.6 years,B.Sc IT,Ecommerce API
Candidate 635,Android Developer,"Power BI, Node.js, MongoDB, Git, API Development, Pandas",3.6 years,MCA,"Mobile Banking UI, Weather App"
Candidate 636,Cloud Engineer,"Kubernetes, Jira, React, Hibernate, Node.js",4.8 years,B.Tech CSE,"IoT Smart Home, Fake News Detection"
Candidate 637,Java Developer,"TypeScript, Express, Power BI, SQL, AWS, Kubernetes",2.7 years,B.Sc IT,"ERP System, Blockchain Wallet"
Candidate 638,DevOps Engineer,"Node.js, Kubernetes, HTML, Kotlin",4.5 years,B.Tech CSE,Ecommerce API
Candidate 639,Machine Learning Engineer,"Power BI, Node.js, TensorFlow, API Development",2.6 years,B.Tech CS,Stock Predictor
Candidate 640,Android Developer,"Node.js, TensorFlow, CSS, Kotlin, Android Studio, Selenium",2.2 years,B.Tech CE,Job Portal
Candidate 641,Java Developer,"Spring Boot, TypeScript, Selenium, MongoDB, Power BI, AWS, Kubernetes",4.8 years,B.Tech IT,"Stock Predictor, HR Dashboard"
Candidate 642,Cloud Engineer,"C++, Kubernetes, TensorFlow, Express, MongoDB, C#",1.0 years,B.Tech CS,Resume Analyzer
Candidate 643,Frontend Developer,"SQL, React, Python, TensorFlow, AWS, HTML",2.7 years,MCA,"Portfolio Website, ChatGPT Clone"
Candidate 644,DevOps Engineer,"Docker, TypeScript, Selenium, Spring Boot, Express",2.4 years,BCA,Portfolio Website
Candidate 645,Java Developer,"NumPy, Git, MongoDB, Python, Kubernetes, Firebase",3.5 years,B.Sc IT,Weather App
Candidate 646,Web Developer,"Selenium, Python, Firebase, HTML",4.7 years,M.Tech AI,"Weather App, ChatGPT Clone"
Candidate 647,Backend Developer,"Selenium, Hibernate, Firebase, Pandas",1.7 years,B.Tech CSE,Job Portal
Candidate 648,Cloud Engineer,"TypeScript, Express, Spring Boot, AWS, CSS, C#",1.4 years,MCA,HR Dashboard
Candidate 649,Cloud Engineer,"Jira, Kotlin, Hibernate, C++, Express",3.2 years,B.Sc CS,"Ecommerce API, Fake News Detection"
Candidate 650,Java Developer,"Pandas, Power BI, Selenium, SQL",0.7 years,B.Tech CS,"Blockchain Wallet, Weather App"
Candidate 651,Software Tester,"Java, HTML, CSS, TensorFlow, AWS",3.4 years,B.Tech IT,"Weather App, Stock Predictor"
Candidate 652,Database Engineer,"C#, Spring Boot, Python, C++, Kotlin, Pandas",1.7 years,B.Tech CE,"Blockchain Wallet, Weather App"
Candidate 653,Machine Learning Engineer,"C#, Firebase, TensorFlow, React, Jira, MongoDB",2.7 years,B.Sc CS,"HR Dashboard, Mobile Banking UI"
Candidate 654,Web Developer,"Kotlin, React, Jira, MongoDB, Spring Boot",2.8 years,MCA,Fake News Detection
Candidate 655,Android Developer,"Kotlin, Pandas, TypeScript, Java, Jira",4.4 years,BCA,HR Dashboard
Candidate 656,Android Developer,"CSS, HTML, Java, Firebase, Node.js, Express",2.6 years,M.Tech AI,Mobile Banking UI
Candidate 657,Android Developer,"Docker, Firebase, NumPy, Express, Android Studio",1.2 years,M.Tech AI,"Mobile Banking UI, Portfolio Website"
Candidate 658,Software Tester,"HTML, Java, SQL, Power BI, Express, Kubernetes, Jira",0.9 years,BCA,Job Portal
Candidate 659,AI Engineer,"NumPy, MongoDB, C#, Hibernate, API Development",2.9 years,B.Tech IT,"Portfolio Website, Weather App"
Candidate 660,Machine Learning Engineer,"C++, TensorFlow, C#, Python",3.9 years,BCA,Fake News Detection
Candidate 661,Java Developer,"Git, Java, CSS, API Development",4.0 years,B.Tech CSE,IoT Smart Home
Candidate 662,Machine Learning Engineer,"NumPy, Firebase, C++, Git",3.8 years,M.Tech AI,ChatGPT Clone
Candidate 663,Machine Learning Engineer,"CSS, Firebase, Java, C++",1.4 years,B.Tech CE,"Ecommerce API, Weather App"
Candidate 664,AI Engineer,"HTML, C++, MongoDB, Pandas, NumPy, AWS",2.4 years,B.Tech CSE,"Mobile Banking UI, ERP System"
Candidate 665,Full Stack Developer,"C#, Jira, NumPy, Pandas, TypeScript",4.1 years,M.Tech AI,Portfolio Website
Candidate 666,Cloud Engineer,"Spring Boot, Pandas, Kotlin, Android Studio, Hibernate, MongoDB",1.7 years,B.Tech CE,ERP System
Candidate 667,Web Developer,"Express, TypeScript, NumPy, Hibernate",1.7 years,B.Tech CS,"HR Dashboard, IoT Smart Home"
Candidate 668,Data Analyst,"Python, Java, C++, AWS",4.8 years,B.Tech CSE,"Resume Analyzer, Stock Predictor"
Candidate 669,Database Engineer,"TensorFlow, Express, Firebase, AWS, Selenium, Kubernetes",3.9 years,MCA,"Ecommerce API, HR Dashboard"
Candidate 670,Data Analyst,"Docker, C#, SQL, Pandas, Selenium, CSS",3.0 years,BCA,Blockchain Wallet
Candidate 671,Database Engineer,"API Development, Spring Boot, Kubernetes, React, Power BI",3.2 years,B.Tech CS,IoT Smart Home
Candidate 672,Database Engineer,"Kubernetes, AWS, Firebase, Java, API Development, Express",2.6 years,B.Tech CE,Blockchain Wallet
Candidate 673,Mobile App Developer,"HTML, Node.js, Selenium, MongoDB, Docker",3.0 years,B.Tech CS,Portfolio Website
Candidate 674,Web Developer,"Firebase, Kotlin, TensorFlow, Android Studio, Jira, CSS",0.5 years,B.Tech CS,Portfolio Website
Candidate 675,Cloud Engineer,"NumPy, Kotlin, C++, AWS, Android Studio, TypeScript",2.3 years,B.Tech CS,Ecommerce API
Candidate 676,Android Developer,"Java, CSS, C++, Spring Boot, Jira, SQL, AWS",3.4 years,M.Tech AI,Fake News Detection
Candidate 677,Full Stack Developer,"AWS, CSS, NumPy, Spring Boot",1.7 years,MCA,"Mobile Banking UI, IoT Smart Home"
Candidate 678,Cloud Engineer,"Pandas, Docker, Spring Boot, C#, AWS, NumPy",2.5 years,BCA,"Blockchain Wallet, ERP System"
Candidate 679,Web Developer,"HTML, Firebase, Jira, CSS",4.2 years,B.Tech CS,ERP System
Candidate 680,Cloud Engineer,"Pandas, Firebase, Kubernetes, Python, Node.js, C#",4.5 years,BCA,"Portfolio Website, Ecommerce API"
Candidate 681,Web Developer,"Python, TensorFlow, C#, API Development, Git, Spring Boot, MongoDB",0.6 years,BCA,Mobile Banking UI
Candidate 682,Database Engineer,"Express, Java, Kotlin, API Development, HTML, Python",3.8 years,MCA,"Job Portal, IoT Smart Home"
Candidate 683,Blockchain Developer,"Git, Jira, Power BI, Docker, Selenium",1.0 years,B.Tech CS,HR Dashboard
Candidate 684,Frontend Developer,"Pandas, C++, Hibernate, AWS, Power BI, Node.js, React",3.5 years,M.Tech AI,"Weather App, IoT Smart Home"
Candidate 685,Android Developer,"React, Kotlin, HTML, Spring Boot, Jira, MongoDB, Selenium",0.6 years,B.Tech CS,"Weather App, IoT Smart Home"
Candidate 686,Web Developer,"Docker, Firebase, Pandas, Kubernetes, SQL, C++, API Development",3.8 years,BCA,Portfolio Website
Candidate 687,Mobile App Developer,"SQL, C#, API Development, TypeScript, Hibernate, Kubernetes",0.8 years,B.Tech CE,Mobile Banking UI
Candidate 688,Frontend Developer,"Express, Android Studio, C#, Firebase, Node.js",2.7 years,BCA,Job Portal
Candidate 689,Data Analyst,"Selenium, MongoDB, TensorFlow, AWS, Pandas, Kubernetes, Python",2.6 years,B.Tech CE,Blockchain Wallet
Candidate 690,Blockchain Developer,"React, Java, Power BI, Selenium, CSS, Pandas, Git",3.0 years,MCA,HR Dashboard
Candidate 691,Backend Developer,"Firebase, C#, AWS, CSS, Node.js",4.7 years,M.Tech AI,"Blockchain Wallet, IoT Smart Home"
Candidate 692,Blockchain Developer,"Spring Boot, Node.js, C++, TensorFlow, NumPy, AWS",0.6 years,B.Sc CS,"Job Portal, IoT Smart Home"
Candidate 693,Cloud Engineer,"Kotlin, Java, Git, TypeScript",1.9 years,B.Tech IT,Resume Analyzer
Candidate 694,Machine Learning Engineer,"Python, Kotlin, Hibernate, C++, Jira",4.8 years,B.Tech IT,"Mobile Banking UI, Blockchain Wallet"
Candidate 695,Frontend Developer,"Docker, API Development, C++, Node.js",4.8 years,B.Sc IT,Stock Predictor
Candidate 696,AI Engineer,"SQL, Selenium, HTML, CSS, TypeScript, Python, Firebase",4.1 years,M.Tech AI,"Portfolio Website, Stock Predictor"
Candidate 697,Backend Developer,"Java, Kubernetes, MongoDB, Spring Boot, AWS",2.7 years,BCA,ChatGPT Clone
Candidate 698,Java Developer,"Hibernate, Pandas, Python, C++, Express, SQL, AWS",4.9 years,B.Sc IT,"Weather App, Mobile Banking UI"
Candidate 699,Database Engineer,"NumPy, Python, C++, Power BI, Jira, API Development",2.6 years,BCA,Mobile Banking UI
Candidate 700,Full Stack Developer,"Git, Express, Firebase, TypeScript, MongoDB, Spring Boot",4.1 years,B.Tech CE,Stock Predictor
Candidate 701,Frontend Developer,"Git, NumPy, Power BI, HTML",1.8 years,BCA,Job Portal
Candidate 702,AI Engineer,"TypeScript, Hibernate, Firebase, Selenium, Python, Pandas, Kubernetes",4.3 years,B.Tech IT,"IoT Smart Home, HR Dashboard"
Candidate 703,Backend Developer,"SQL, Power BI, API Development, React, Python",3.5 years,B.Sc IT,Job Portal
Candidate 704,Mobile App Developer,"SQL, Hibernate, HTML, Spring Boot, Java",3.8 years,B.Tech CS,Resume Analyzer
Candidate 705,DevOps Engineer,"React, NumPy, Firebase, Pandas, C#",4.6 years,B.Tech CS,Stock Predictor
Candidate 706,AI Engineer,"Hibernate, Java, C#, Kubernetes",2.4 years,BCA,"Stock Predictor, Fake News Detection"
Candidate 707,Software Tester,"TypeScript, Android Studio, Kubernetes, Power BI, API Development, Hibernate",3.1 years,B.Tech CSE,"Ecommerce API, Stock Predictor"
Candidate 708,Database Engineer,"SQL, Kubernetes, C#, TypeScript, HTML",4.9 years,MCA,IoT Smart Home
Candidate 709,DevOps Engineer,"Android Studio, Kubernetes, Docker, Express",2.1 years,B.Tech IT,Job Portal
Candidate 710,Frontend Developer,"TensorFlow, Java, Python, AWS, Spring Boot",2.8 years,BCA,Mobile Banking UI
Candidate 711,Machine Learning Engineer,"Kotlin, TensorFlow, Spring Boot, C#, Pandas, Docker, Java",2.1 years,B.Tech CE,Stock Predictor
Candidate 712,Data Analyst,"Hibernate, Kotlin, React, CSS, Git, Android Studio, Selenium",3.1 years,BCA,Mobile Banking UI
Candidate 713,Frontend Developer,"Git, Kotlin, AWS, Firebase, Jira, Hibernate",2.3 years,B.Sc IT,"Ecommerce API, IoT Smart Home"
Candidate 714,Data Analyst,"TypeScript, MongoDB, Power BI, Hibernate, Python, AWS",0.8 years,B.Sc IT,Stock Predictor
Candidate 715,Java Developer,"Android Studio, TypeScript, C#, React, Docker, Spring Boot",2.2 years,B.Tech CS,"Mobile Banking UI, Job Portal"
Candidate 716,Mobile App Developer,"Spring Boot, CSS, Pandas, Docker, SQL, HTML",3.3 years,B.Tech CSE,"Weather App, Stock Predictor"
Candidate 717,Software Tester,"NumPy, Power BI, Git, Kubernetes, Pandas, HTML",3.7 years,MCA,"HR Dashboard, Job Portal"
Candidate 718,Full Stack Developer,"Hibernate, SQL, TensorFlow, Python, MongoDB, AWS, Express",3.7 years,B.Tech CE,"Portfolio Website, Stock Predictor"
Candidate 719,Full Stack Developer,"API Development, C#, React, Git, Kotlin",2.1 years,B.Tech CE,"Resume Analyzer, Fake News Detection"
Candidate 720,Software Tester,"Selenium, Firebase, AWS, Android Studio, Spring Boot, CSS",1.2 years,MCA,"Fake News Detection, Portfolio Website"
Candidate 721,Mobile App Developer,"SQL, TypeScript, Kotlin, C++, NumPy",3.7 years,BCA,Blockchain Wallet
Candidate 722,Blockchain Developer,"Express, Java, TypeScript, TensorFlow, C++",4.5 years,MCA,Weather App
Candidate 723,Software Tester,"SQL, TensorFlow, React, Python, Power BI, Kotlin",4.2 years,B.Tech CE,Job Portal
Candidate 724,DevOps Engineer,"TypeScript, React, Selenium, Express",1.8 years,B.Tech CSE,Resume Analyzer
Candidate 725,Frontend Developer,"Git, AWS, Selenium, TensorFlow, Python, API Development, Firebase",1.0 years,B.Tech CS,"Job Portal, Ecommerce API"
Candidate 726,Full Stack Developer,"SQL, Express, C++, Kotlin, AWS",3.2 years,B.Tech CE,"Resume Analyzer, Weather App"
Candidate 727,AI Engineer,"TypeScript, Kubernetes, Docker, Hibernate, Firebase, CSS",3.3 years,M.Tech AI,"ERP System, Stock Predictor"
Candidate 728,Database Engineer,"NumPy, HTML, Kotlin, Jira",2.9 years,BCA,"ChatGPT Clone, Stock Predictor"
Candidate 729,Android Developer,"C++, C#, Selenium, Kubernetes, TensorFlow, TypeScript, AWS",2.7 years,B.Tech CS,"Mobile Banking UI, ChatGPT Clone"
Candidate 730,DevOps Engineer,"CSS, AWS, Pandas, Selenium",2.2 years,MCA,IoT Smart Home
Candidate 731,Database Engineer,"Selenium, MongoDB, Express, C++, Hibernate",3.7 years,B.Tech CE,"ERP System, Ecommerce API"
Candidate 732,DevOps Engineer,"API Development, Python, Android Studio, Selenium, Hibernate",4.3 years,B.Tech CS,Blockchain Wallet
Candidate 733,Mobile App Developer,"Kubernetes, NumPy, API Development, Python, Firebase, Selenium, MongoDB",4.7 years,B.Tech CS,Mobile Banking UI
Candidate 734,Backend Developer,"Android Studio, NumPy, AWS, Express, Git, Firebase, Python",4.9 years,B.Sc CS,"HR Dashboard, ERP System"
Candidate 735,DevOps Engineer,"API Development, Java, CSS, Python",2.2 years,B.Tech CSE,"Weather App, IoT Smart Home"
Candidate 736,AI Engineer,"MongoDB, NumPy, Spring Boot, Power BI, Java, Git, CSS",3.5 years,BCA,"IoT Smart Home, Blockchain Wallet"
Candidate 737,Data Analyst,"Node.js, Git, Express, Java, AWS",2.8 years,MCA,Stock Predictor
Candidate 738,Web Developer,"Pandas, TensorFlow, Python, HTML, API Development, Power BI, Spring Boot",2.5 years,B.Sc CS,IoT Smart Home
Candidate 739,DevOps Engineer,"Jira, TensorFlow, Hibernate, Android Studio",2.4 years,B.Sc CS,"Portfolio Website, ChatGPT Clone"
Candidate 740,Cloud Engineer,"TensorFlow, Node.js, Android Studio, Kotlin",3.2 years,BCA,"Blockchain Wallet, IoT Smart Home"
Candidate 741,Mobile App Developer,"SQL, Spring Boot, C#, TensorFlow, Power BI, Java",4.6 years,MCA,ERP System
Candidate 742,Web Developer,"Kubernetes, CSS, C++, SQL, Node.js, Java, Selenium",4.6 years,B.Tech CE,"HR Dashboard, Portfolio Website"
Candidate 743,Android Developer,"Spring Boot, C#, Kubernetes, Android Studio",4.7 years,B.Tech CS,"Portfolio Website, Fake News Detection"
Candidate 744,DevOps Engineer,"API Development, Java, Pandas, Node.js",4.7 years,BCA,Ecommerce API
Candidate 745,Frontend Developer,"Firebase, SQL, Python, CSS",4.0 years,B.Tech CE,Stock Predictor
Candidate 746,AI Engineer,"C++, Firebase, Docker, Spring Boot, Hibernate",0.6 years,B.Tech CE,Stock Predictor
Candidate 747,Software Tester,"C#, Pandas, CSS, Firebase, C++, Docker, API Development",2.9 years,B.Tech CE,"Resume Analyzer, Weather App"
Candidate 748,Android Developer,"NumPy, Android Studio, Jira, MongoDB, TensorFlow, SQL, Power BI",2.3 years,MCA,"Blockchain Wallet, Weather App"
Candidate 749,DevOps Engineer,"Node.js, Kotlin, Python, Android Studio, CSS, Express",4.2 years,B.Tech IT,"Ecommerce API, Stock Predictor"
Candidate 750,Mobile App Developer,"Node.js, TensorFlow, NumPy, C++, TypeScript, Hibernate",1.2 years,B.Sc IT,HR Dashboard
Candidate 751,Backend Developer,"CSS, Android Studio, C++, Java",2.2 years,B.Tech CS,ChatGPT Clone
Candidate 752,Full Stack Developer,"React, Python, Hibernate, Kotlin, AWS, C++, TensorFlow",0.7 years,MCA,Blockchain Wallet
Candidate 753,Cloud Engineer,"Jira, Java, SQL, Kotlin",2.8 years,B.Tech CS,Blockchain Wallet
Candidate 754,Software Tester,"Python, Kotlin, TensorFlow, Java, AWS",1.6 years,B.Tech CSE,"Ecommerce API, Stock Predictor"
Candidate 755,Database Engineer,"TensorFlow, CSS, Selenium, Jira, Python, Kubernetes",3.0 years,MCA,"Stock Predictor, Weather App"
Candidate 756,Software Tester,"NumPy, API Development, Pandas, Spring Boot, SQL",2.7 years,B.Sc CS,"Mobile Banking UI, Portfolio Website"
Candidate 757,DevOps Engineer,"Java, API Development, Python, C++, Hibernate",4.6 years,BCA,"HR Dashboard, Fake News Detection"
Candidate 758,Backend Developer,"Pandas, API Development, Android Studio, Kotlin, CSS, TypeScript",4.0 years,B.Tech IT,"IoT Smart Home, Ecommerce API"
Candidate 759,Java Developer,"Selenium, Git, Jira, Firebase",4.3 years,M.Tech AI,"Mobile Banking UI, Ecommerce API"
Candidate 760,Cloud Engineer,"React, TensorFlow, TypeScript, C++, Express",2.9 years,B.Tech CE,"ChatGPT Clone, Ecommerce API"
Candidate 761,Software Tester,"CSS, C#, Power BI, Hibernate",3.8 years,MCA,Job Portal
Candidate 762,DevOps Engineer,"AWS, C#, CSS, Kotlin, Spring Boot",1.0 years,BCA,"Ecommerce API, Weather App"
Candidate 763,Full Stack Developer,"TensorFlow, Python, MongoDB, Power BI, Hibernate, Firebase, C#",1.7 years,B.Tech CSE,"ERP System, ChatGPT Clone"
Candidate 764,Data Analyst,"Kotlin, Java, MongoDB, CSS, SQL, AWS",1.2 years,MCA,Weather App
Candidate 765,Mobile App Developer,"TypeScript, Power BI, C#, TensorFlow, Kubernetes",3.1 years,B.Tech CE,"Portfolio Website, IoT Smart Home"
Candidate 766,AI Engineer,"Python, Kubernetes, Docker, AWS, Java, Node.js",3.7 years,B.Tech IT,"Fake News Detection, ERP System"
Candidate 767,Web Developer,"CSS, HTML, Power BI, Java, Spring Boot",1.7 years,M.Tech AI,Resume Analyzer
Candidate 768,Database Engineer,"API Development, CSS, TypeScript, Selenium, Docker, Pandas",4.5 years,MCA,"Portfolio Website, ChatGPT Clone"
Candidate 769,Database Engineer,"TensorFlow, CSS, Docker, Power BI",2.8 years,B.Tech IT,"Portfolio Website, Weather App"
Candidate 770,Machine Learning Engineer,"CSS, AWS, Firebase, C#, NumPy",2.5 years,M.Tech AI,Portfolio Website
Candidate 771,Web Developer,"SQL, Power BI, Docker, Spring Boot, Android Studio, React",4.9 years,B.Tech CS,"Resume Analyzer, Portfolio Website"
Candidate 772,Database Engineer,"CSS, API Development, Express, C++, Power BI",3.8 years,B.Tech IT,"IoT Smart Home, Stock Predictor"
Candidate 773,Software Tester,"Git, API Development, Spring Boot, Android Studio, HTML",4.1 years,M.Tech AI,Mobile Banking UI
Candidate 774,Android Developer,"HTML, Pandas, Docker, Power BI, Git",2.4 years,B.Tech IT,ERP System
Candidate 775,Backend Developer,"Kubernetes, Git, Hibernate, Spring Boot, Android Studio, HTML, C#",2.9 years,B.Tech CS,"Weather App, ChatGPT Clone"
Candidate 776,Machine Learning Engineer,"Hibernate, AWS, HTML, TensorFlow",2.8 years,B.Tech CE,ChatGPT Clone
Candidate 777,Machine Learning Engineer,"AWS, CSS, Firebase, Jira, C++, Kotlin",3.3 years,B.Sc IT,"HR Dashboard, Mobile Banking UI"
Candidate 778,Machine Learning Engineer,"MongoDB, AWS, Spring Boot, Python, Hibernate, Git, Express",4.7 years,B.Tech CE,ERP System
Candidate 779,Android Developer,"Jira, C++, TypeScript, Git, SQL, NumPy, Hibernate",4.5 years,M.Tech AI,Job Portal
Candidate 780,Android Developer,"Jira, Android Studio, C++, Firebase, C#, Python",0.8 years,BCA,Mobile Banking UI
Candidate 781,AI Engineer,"MongoDB, Firebase, Python, HTML, Spring Boot",3.5 years,B.Tech CE,"Resume Analyzer, Mobile Banking UI"
Candidate 782,Cloud Engineer,"NumPy, Docker, Java, Pandas, Selenium",1.9 years,B.Tech CSE,Stock Predictor
Candidate 783,DevOps Engineer,"Selenium, TensorFlow, Kotlin, TypeScript",1.1 years,B.Tech CE,"Resume Analyzer, Portfolio Website"
Candidate 784,Software Tester,"API Development, Express, Node.js, React, CSS, C++, C#",4.8 years,B.Tech CS,Job Portal
Candidate 785,Software Tester,"SQL, TypeScript, Pandas, Java, Power BI",1.5 years,B.Tech IT,Weather App
Candidate 786,Mobile App Developer,"Jira, AWS, Express, Kotlin",4.3 years,M.Tech AI,ChatGPT Clone
Candidate 787,Full Stack Developer,"Hibernate, Power BI, SQL, HTML, C#, Node.js, Git",4.5 years,B.Tech IT,"IoT Smart Home, Fake News Detection"
Candidate 788,Mobile App Developer,"Pandas, Express, TypeScript, Kotlin, Hibernate, NumPy, CSS",2.5 years,B.Tech CSE,"HR Dashboard, Portfolio Website"
Candidate 789,AI Engineer,"Power BI, Selenium, API Development, Hibernate, Firebase, C++",0.6 years,BCA,Mobile Banking UI
Candidate 790,Frontend Developer,"Git, C#, HTML, Selenium, Python, C++",4.9 years,B.Sc CS,"ChatGPT Clone, Mobile Banking UI"
Candidate 791,Web Developer,"C++, Hibernate, CSS, Power BI, Jira, Python",4.4 years,B.Tech IT,Stock Predictor
Candidate 792,Cloud Engineer,"Power BI, HTML, CSS, Jira, C++",3.9 years,B.Tech CE,"Job Portal, HR Dashboard"
Candidate 793,Android Developer,"SQL, NumPy, Python, CSS, API Development, MongoDB, Android Studio",0.6 years,B.Sc CS,Mobile Banking UI
Candidate 794,Android Developer,"C++, TypeScript, Java, Spring Boot, TensorFlow",3.0 years,B.Sc IT,Resume Analyzer
Candidate 795,Machine Learning Engineer,"API Development, Express, Java, Node.js, Jira, Kotlin, C#",4.1 years,B.Tech CSE,"Weather App, IoT Smart Home"
Candidate 796,Machine Learning Engineer,"Kubernetes, TensorFlow, Spring Boot, MongoDB, Kotlin, Jira, AWS",1.1 years,B.Tech CSE,"Blockchain Wallet, ChatGPT Clone"
Candidate 797,Database Engineer,"Kubernetes, Express, Selenium, SQL, TypeScript, Kotlin",1.2 years,B.Tech CSE,HR Dashboard
Candidate 798,Android Developer,"CSS, Hibernate, Git, API Development, Kubernetes, Kotlin, AWS",3.7 years,BCA,HR Dashboard
Candidate 799,Machine Learning Engineer,"AWS, React, Java, SQL",1.6 years,BCA,Resume Analyzer
Candidate 800,Mobile App Developer,"NumPy, Java, TypeScript, Spring Boot",3.7 years,B.Sc IT,HR Dashboard
Candidate 801,AI Engineer,"API Development, Python, TypeScript, NumPy, Java, Pandas",1.6 years,B.Tech IT,"Stock Predictor, Portfolio Website"
Candidate 802,Web Developer,"AWS, Pandas, Jira, SQL, React, Firebase, Selenium",3.3 years,B.Tech CE,Stock Predictor
Candidate 803,Frontend Developer,"Firebase, SQL, TensorFlow, AWS, Node.js, Kubernetes, C#",2.5 years,BCA,"Weather App, IoT Smart Home"
Candidate 804,Mobile App Developer,"Power BI, Python, NumPy, Pandas",0.9 years,B.Sc IT,"Mobile Banking UI, Resume Analyzer"
Candidate 805,Machine Learning Engineer,"API Development, SQL, Firebase, Kotlin, AWS, HTML",1.2 years,B.Tech CE,"Portfolio Website, ERP System"
Candidate 806,Database Engineer,"HTML, Firebase, Selenium, Express, Java, Power BI, Docker",1.5 years,B.Sc IT,IoT Smart Home
Candidate 807,Java Developer,"Hibernate, React, Firebase, Kubernetes",4.5 years,M.Tech AI,"IoT Smart Home, Portfolio Website"
Candidate 808,Blockchain Developer,"TypeScript, Power BI, Python, Hibernate, C++, Node.js, Express",1.2 years,BCA,"ERP System, HR Dashboard"
Candidate 809,Android Developer,"Java, MongoDB, Express, Pandas",1.1 years,BCA,HR Dashboard
Candidate 810,Frontend Developer,"HTML, Python, Git, CSS, NumPy, Jira, Pandas",3.7 years,MCA,"ERP System, Job Portal"
Candidate 811,Machine Learning Engineer,"Java, Git, Spring Boot, C++, React, Firebase",4.0 years,B.Tech CSE,Mobile Banking UI
Candidate 812,Machine Learning Engineer,"Android Studio, HTML, Pandas, Firebase",2.0 years,M.Tech AI,"ERP System, ChatGPT Clone"
Candidate 813,Data Analyst,"Docker, Node.js, SQL, Java, Android Studio",1.9 years,MCA,"Mobile Banking UI, Portfolio Website"
Candidate 814,Data Analyst,"Firebase, API Development, Python, Kotlin",3.6 years,B.Sc CS,"Blockchain Wallet, IoT Smart Home"
Candidate 815,Blockchain Developer,"Pandas, Java, Power BI, Android Studio, Express, CSS, Python",4.9 years,B.Tech CS,"Portfolio Website, Fake News Detection"
Candidate 816,Java Developer,"TensorFlow, AWS, Express, Pandas",2.9 years,M.Tech AI,"Stock Predictor, Blockchain Wallet"
Candidate 817,Backend Developer,"Kotlin, SQL, Node.js, C++",3.9 years,B.Sc CS,ERP System
Candidate 818,Database Engineer,"Docker, Android Studio, Kubernetes, API Development, TypeScript, Firebase, Pandas",0.9 years,B.Tech IT,Ecommerce API
Candidate 819,DevOps Engineer,"NumPy, Selenium, Kotlin, CSS",2.0 years,B.Sc IT,"Ecommerce API, HR Dashboard"
Candidate 820,Web Developer,"Docker, Android Studio, Spring Boot, HTML, CSS, React",4.8 years,B.Tech IT,Resume Analyzer
Candidate 821,Backend Developer,"Selenium, Kotlin, Express, Android Studio, TypeScript, Firebase",0.6 years,MCA,IoT Smart Home
Candidate 822,Software Tester,"Kubernetes, Hibernate, Spring Boot, React, Java",0.5 years,MCA,"ChatGPT Clone, Job Portal"
Candidate 823,Software Tester,"TensorFlow, SQL, Kotlin, Node.js, NumPy, Docker",3.7 years,BCA,IoT Smart Home
Candidate 824,Web Developer,"Docker, Node.js, Android Studio, Hibernate",3.7 years,BCA,"Resume Analyzer, Blockchain Wallet"
Candidate 825,Backend Developer,"C#, Java, Jira, MongoDB, CSS",1.5 years,B.Sc CS,Fake News Detection
Candidate 826,Frontend Developer,"SQL, React, Python, HTML, Node.js, Firebase",3.8 years,B.Tech CS,Stock Predictor
Candidate 827,Data Analyst,"TensorFlow, React, Spring Boot, Java",4.9 years,B.Tech CSE,Job Portal
